1,809,5
1,810,4
1,811,5
1,812,5
1,822,5
1,857,5
1,858,5
2,809,5
2,810,5
2,811,5
2,812,0
2,822,4
2,825,4
2,858,0
4,809,5
4,810,4
4,811,5
4,812,5
4,813,5
4,817,0
4,822,5
4,857,5
11,809,5
11,810,4
11,811,5
11,815,5
11,830,5
11,831,5
11,840,5
11,848,5
11,857,5
12,809,5
12,810,4
12,811,5
12,812,5
12,813,5
12,817,0
12,822,5
12,828,4
12,837,5
12,857,5
